Site,Constituent,c_nounits,STORET,Units,Date Range,Count,Methods,Nr. Non-Detects,Detection Rate,DateOfMax,Min,25th %ile,Mean,Median,75th %ile,Max,DL min,DL max,mann-kendall stats,trend,s,p,slope,intercept,Action,Notes
570088,Bromate by UV/VIS (ug/L),Bromate by UV/VIS,A-027,ug/L,2019-2022,35,['EPA 317'],23,34.28571428571429,2020-03-11,1.0,0.0,0.5028571428571424,0.0,1.3,2.1,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.4182938328744177, z=0.809384816778813, Tau=0.08235294117647059, s=49.0, var_s=3517.0, slope=0.0, intercept=1.0)",no trend,49.0,0.4182938328744177,0.0,1.0,TO REVIEW,Pending statistical analysis
570088,Bromodichloromethane (ug/L),Bromodichloromethane,32101,ug/L,2019-2022,35,['EPA 524.2'],2,94.28571428571429,2021-08-04,0.5,2.0,2.899714285714286,3.1,3.7,5.8,0.5,0.5,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0002271527320856226, z=3.686731578768878, Tau=0.4369747899159664, s=260.0, var_s=4935.333333333333, slope=0.08571428571428573, intercept=1.6428571428571428)",increasing,260.0,0.0002271527320856226,0.08571428571428573,1.6428571428571428,TO REVIEW,Pending statistical analysis
570088,Calcium (mg/L),Calcium,916,mg/L,2019-2022,48,['EPA 200.7'],0,100.0,2020-04-22,3.3,11.0,19.812500000000004,23.0,27.0,38.0,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.028360214361756286, z=-2.1922672596930117, Tau=-0.21897163120567376, s=-247.0, var_s=12591.666666666666, slope=-0.23684210526315788, intercept=29.065789473684212)",decreasing,-247.0,0.028360214361756286,-0.23684210526315788,29.065789473684212,TO REVIEW,Pending statistical analysis
570088,Cation Sum (meq/L),Cation Sum,4226,meq/L,2020-2020,6,['SM 1030E'],0,100.0,2020-12-17,2.6,2.6,2.716666666666667,2.7,2.8,2.8,0.001,0.001,"Mann_Kendall_Test(trend='no trend', h=False, p=0.4109480267103225, z=0.822226451793038, Tau=0.3333333333333333, s=5.0, var_s=23.666666666666668, slope=0.019999999999999928, intercept=2.7)",no trend,5.0,0.4109480267103225,0.019999999999999928,2.7,TO REVIEW,Pending statistical analysis
570088,Chlorate (ug/L),Chlorate,A-037,ug/L,2019-2022,35,['EPA 300.0'],0,100.0,2019-06-26,150.0,210.0,364.5714285714285,360.0,490.0,820.0,10.0,50.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.04343980835965566, z=-2.019456363624719, Tau=-0.24033613445378152, s=-143.0, var_s=4944.333333333333, slope=-3.8461538461538463, intercept=425.38461538461536)",decreasing,-143.0,0.04343980835965566,-3.8461538461538463,425.38461538461536,TO REVIEW,Pending statistical analysis
570088,Chloride (mg/L),Chloride,940,mg/L,2019-2022,48,['EPA 300.0'],0,100.0,2020-04-22,5.0,12.0,42.66250000000001,55.0,64.0,82.0,0.5,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.002258190996254017, z=-3.053990675412254, Tau=-0.3049645390070922, s=-344.0, var_s=12614.0, slope=-0.7418831168831169, intercept=72.93425324675324)",decreasing,-344.0,0.002258190996254017,-0.7418831168831169,72.93425324675324,TO REVIEW,Pending statistical analysis
570088,Chloroform (Trichloromethane) (ug/L),Chloroform (Trichloromethane),32106,ug/L,2019-2022,35,['EPA 524.2'],0,100.0,2021-05-05,1.8,6.7,9.525714285714283,8.8,13.0,19.0,0.5,0.5,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0037128348429851243, z=2.901582091972515, Tau=0.3445378151260504, s=205.0, var_s=4943.0, slope=0.18181818181818182, intercept=5.70909090909091)",increasing,205.0,0.0037128348429851243,0.18181818181818182,5.70909090909091,TO REVIEW,Pending statistical analysis
570088,Field pH (Units),Field pH,400,Units,2019-2022,452,['EPA 150.1'],0,100.0,2022-04-02,6.5,6.9,7.104314159292036,7.11,7.29,8.68,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.8798301619191757, z=-0.15118451906594313, Tau=-0.00476816513941487, s=-486.0, var_s=10291266.666666666, slope=0.0, intercept=7.11)",no trend,-486.0,0.8798301619191757,0.0,7.11,TO REVIEW,Pending statistical analysis
570088,"Hardness (Total, as CaCO3) (mg/L)","Hardness (Total, as CaCO3)",900,mg/L,2019-2022,42,['SM 2340B'],0,100.0,2020-04-22,8.2,26.0,49.17142857142858,55.0,68.0,99.0,3.0,3.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.03158070155591042, z=-2.1496779023580914, Tau=-0.2311265969802555, s=-199.0, var_s=8483.666666666666, slope=-0.8333333333333334, intercept=72.08333333333334)",decreasing,-199.0,0.03158070155591042,-0.8333333333333334,72.08333333333334,TO REVIEW,Pending statistical analysis
570088,Heterotrophic Plate Count (CFU/ml),Heterotrophic Plate Count,31748,CFU/ml,2020-2020,7,['SM 9215B'],0,100.0,2020-12-10,20.0,76.0,2539.4285714285716,390.0,5700.0,5700.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6380424517344214, z=-0.470437536140385, Tau=-0.19047619047619047, s=-4.0, var_s=40.666666666666664, slope=-14.0, intercept=432.0)",no trend,-4.0,0.6380424517344214,-14.0,432.0,TO REVIEW,Pending statistical analysis
570088,Hexavalent Chromium (Cr VI) (ug/L),Hexavalent Chromium (Cr VI),1032,ug/L,2019-2022,35,['EPA 218.6'],1,97.14285714285714,2020-01-08,0.02,0.033,0.08231428571428566,0.047,0.13,0.34,0.02,0.02,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.005319144030859979, z=-2.787042878573902, Tau=-0.3310924369747899, s=-197.0, var_s=4945.666666666667, slope=-0.0025555555555555557, intercept=0.09044444444444444)",decreasing,-197.0,0.005319144030859979,-0.0025555555555555557,0.09044444444444444,TO REVIEW,Pending statistical analysis
570088,Magnesium (mg/L),Magnesium,927,mg/L,2019-2022,48,['EPA 200.7'],5,89.58333333333333,2020-04-22,0.1,0.22,0.5466666666666669,0.66,0.79,1.1,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.32306101334517745, z=-0.9881871232477576, Tau=-0.09929078014184398, s=-112.0, var_s=12617.333333333334, slope=-0.004201680672268912, intercept=0.7837394957983195)",no trend,-112.0,0.32306101334517745,-0.004201680672268912,0.7837394957983195,TO REVIEW,Pending statistical analysis
570088,N-Nitrosodimethylamine (NDMA) (ng/L),N-Nitrosodimethylamine (NDMA),34438,ng/L,2019-2022,35,['EPA 521'],30,14.285714285714292,2021-10-07,2.0,0.0,0.5317460317460296,0.0,0.0,8.1,2.0,2.2,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.005917448705184514, z=-2.7523209952788994, Tau=-0.27563025210084036, s=-164.0, var_s=3507.3333333333335, slope=0.0, intercept=2.0)",decreasing,-164.0,0.005917448705184514,0.0,2.0,TO REVIEW,Pending statistical analysis
570088,Nitrate (as N) (mg/L),Nitrate (as N),620,mg/L,2019-2022,284,['EPA 300.0'],0,100.0,2021-11-01,0.15,0.36,0.47739436619718323,0.42,0.54,1.4,0.05,0.25,"Mann_Kendall_Test(trend='increasing', h=True, p=7.260224902827517e-06, z=4.485913338029362, Tau=0.17849499825809984, s=7173.0, var_s=2556105.6666666665, slope=0.00045454545454545455, intercept=0.35568181818181815)",increasing,7173.0,7.260224902827517e-06,0.00045454545454545455,0.35568181818181815,TO REVIEW,Pending statistical analysis
570088,Nitrate (as NO3) (mg/L),Nitrate (as NO3),71850,mg/L,2019-2022,285,['EPA 300.0'],0,100.0,2021-01-07,0.67,1.6,2.9469824561403546,1.9,2.4,240.0,0.22,22.0,"Mann_Kendall_Test(trend='increasing', h=True, p=7.348690155062343e-06, z=4.483330722376593, Tau=0.17783543365455892, s=7197.0, var_s=2576207.0, slope=0.0019867549668874177, intercept=1.6178807947019866)",increasing,7197.0,7.348690155062343e-06,0.0019867549668874177,1.6178807947019866,TO REVIEW,Pending statistical analysis
570088,Potassium (mg/L),Potassium,937,mg/L,2019-2022,48,['EPA 200.7'],12,75.0,2020-04-22,1.0,0.0,1.7812500000000004,2.3,2.7,3.4,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0038110056066571474, z=-2.893395930057669, Tau=-0.28634751773049644, s=-323.0, var_s=12385.0, slope=-0.024066924066924067, intercept=2.9155727155727154)",decreasing,-323.0,0.0038110056066571474,-0.024066924066924067,2.9155727155727154,TO REVIEW,Pending statistical analysis
570088,Sodium (mg/L),Sodium,929,mg/L,2019-2022,48,['EPA 200.7'],0,100.0,2020-09-02,11.0,19.0,24.437500000000004,26.0,29.0,32.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.05159396870270205, z=-1.9465061601146056, Tau=-0.19414893617021275, s=-219.0, var_s=12543.0, slope=-0.1380952380952381, intercept=29.245238095238093)",no trend,-219.0,0.05159396870270205,-0.1380952380952381,29.245238095238093,TO REVIEW,Pending statistical analysis
570088,Source Temperature (F) (Degrees),Source Temperature (F),11,Degrees,2019-2021,11,['FIELD/SM2550B'],0,100.0,2021-07-11,73.0,74.1,78.2090909090909,78.0,82.0,86.0,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10104166257959113, z=1.6398244998303637, Tau=0.4, s=22.0, var_s=164.0, slope=0.8999999999999996, intercept=73.5)",no trend,22.0,0.10104166257959113,0.8999999999999996,73.5,TO REVIEW,Pending statistical analysis
570088,Specific Conductance (umho/cm),Specific Conductance,95,umho/cm,2020-2020,6,['SM2510B'],0,100.0,2020-12-10,290.0,300.0,306.66666666666663,300.0,310.0,330.0,2.0,10.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6967274236606604, z=0.3897418814769785, Tau=0.2, s=3.0, var_s=26.333333333333332, slope=2.0, intercept=300.0)",no trend,3.0,0.6967274236606604,2.0,300.0,TO REVIEW,Pending statistical analysis
570088,"Strontium 90, Two Sigma Error (pCi/L)","Strontium 90, Two Sigma Error",13502,pCi/L,2019-2022,35,['EPA 905.0'],0,100.0,2020-01-08,0.127,0.18,0.2659428571428571,0.251,0.344,0.477,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.08058447770734634, z=-1.7473048185375968, Tau=-0.20840336134453782, s=-124.0, var_s=4955.333333333333, slope=-0.0028888888888888853, intercept=0.30011111111111105)",no trend,-124.0,0.08058447770734634,-0.0028888888888888853,0.30011111111111105,TO REVIEW,Pending statistical analysis
570088,Sulfate (mg/L),Sulfate,945,mg/L,2019-2022,48,['EPA 300.0'],0,100.0,2021-09-08,1.6,3.5,5.158333333333334,4.8,6.5,9.3,0.5,1.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.049314516843973255, z=1.9658623182251191, Tau=0.19680851063829788, s=222.0, var_s=12638.0, slope=0.039999999999999994, intercept=3.9099999999999997)",increasing,222.0,0.049314516843973255,0.039999999999999994,3.9099999999999997,TO REVIEW,Pending statistical analysis
570088,Temperature (Degrees),Temperature,10,Degrees,2021-2022,440,['FIELD/SM2550B'],0,100.0,2021-09-08,19.8,23.0,25.393181818181816,25.0,28.1,30.7,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.8400226099893824, z=0.20186455835113284, Tau=0.006450610892524332, s=623.0, var_s=9494249.0, slope=0.0, intercept=25.0)",no trend,623.0,0.8400226099893824,0.0,25.0,TO REVIEW,Pending statistical analysis
570088,Total Chlorine Residual (mg/L),Total Chlorine Residual,50060,mg/L,2019-2022,455,['SM 4500-CL G'],367,19.340659340659343,2019-04-29,0.0,0.0,0.0037389380530973627,0.0,0.0,0.1,0.0,0.1,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.00043457111388400804, z=-3.5181472726598026, Tau=-0.07324393668006003, s=-7565.0, var_s=4622479.666666667, slope=0.0, intercept=0.01)",decreasing,-7565.0,0.00043457111388400804,0.0,0.01,TO REVIEW,Pending statistical analysis
570088,Total Dissolved Solids (TDS) (mg/L),Total Dissolved Solids (TDS),70300,mg/L,2019-2022,48,['E160.1/SM2540C'],0,100.0,2020-04-15,52.0,78.0,137.16666666666669,150.0,180.0,230.0,10.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0006039092073237828, z=-3.4298526045427793, Tau=-0.3421985815602837, s=-386.0, var_s=12600.0, slope=-2.3076923076923075, intercept=204.23076923076923)",decreasing,-386.0,0.0006039092073237828,-2.3076923076923075,204.23076923076923,TO REVIEW,Pending statistical analysis
570088,Total Kjeldahl Nitrogen (TKN) (mg/L),Total Kjeldahl Nitrogen (TKN),625,mg/L,2019-2022,278,['EPA 351.2'],267,3.9568345323741028,2021-01-07,0.2,0.0,0.06766600198101964,0.0,0.0,16.0,0.2,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5030632058761149, z=-0.6696778010887737, Tau=-0.009505752798483235, s=-366.0, var_s=297066.6666666667, slope=0.0, intercept=0.2)",no trend,-366.0,0.5030632058761149,0.0,0.2,TO REVIEW,Pending statistical analysis
570088,"Total Nitrate, Nitrite-N, CALC (mg/L)","Total Nitrate, Nitrite-N, CALC",A-029,mg/L,2019-2022,284,['EPA 300.0'],0,100.0,2021-01-07,0.15,0.36,0.6696830985915553,0.42,0.54,55.0,0.05,0.1,"Mann_Kendall_Test(trend='increasing', h=True, p=8.380085845027807e-06, z=4.455236258631298, Tau=0.17727566814313442, s=7124.0, var_s=2556138.6666666665, slope=0.0004545454545454549, intercept=0.3556818181818181)",increasing,7124.0,8.380085845027807e-06,0.0004545454545454549,0.3556818181818181,TO REVIEW,Pending statistical analysis
570088,Total Nitrogen-Calc (mg/L),Total Nitrogen-Calc,WRD32,mg/L,2019-2022,268,['EPA 353-351'],2,99.25373134328358,2021-01-07,0.2,0.36,0.7513432835820708,0.44,0.56,71.0,0.2,0.2,"Mann_Kendall_Test(trend='increasing', h=True, p=2.6608663915128616e-05, z=4.200703701019558, Tau=0.1721448935099782, s=6159.0, var_s=2148994.3333333335, slope=0.0005102040816326532, intercept=0.3718877551020408)",increasing,6159.0,2.6608663915128616e-05,0.0005102040816326532,0.3718877551020408,TO REVIEW,Pending statistical analysis
570088,Total Organic Carbon (mg/L),Total Organic Carbon,680,mg/L,2019-2022,148,['SM  5310C'],97,34.45945945945947,2022-03-30,0.2,0.0,0.14951703464027408,0.22,0.27,0.57,0.2,0.4,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0023190166169428927, z=-3.046008004078889, Tau=-0.1606913035484464, s=-1748.0, var_s=328945.3333333333, slope=0.0, intercept=0.3)",decreasing,-1748.0,0.0023190166169428927,0.0,0.3,TO REVIEW,Pending statistical analysis
570088,Total Trihalomethanes (ug/L),Total Trihalomethanes,82080,ug/L,2019-2022,35,['EPA 524.2'],0,100.0,2021-05-05,1.8,8.7,12.491428571428568,12.0,16.0,25.0,0.5,0.5,"Mann_Kendall_Test(trend='increasing', h=True, p=0.002307397460153515, z=3.0475179484153343, Tau=0.36134453781512604, s=215.0, var_s=4931.0, slope=0.2727272727272727, intercept=7.363636363636364)",increasing,215.0,0.002307397460153515,0.2727272727272727,7.363636363636364,TO REVIEW,Pending statistical analysis
570088,"Tritium, Two Sigma Error (pCi/L)","Tritium, Two Sigma Error",7001,pCi/L,2019-2022,35,['EPA 906.0'],0,100.0,2019-05-02,124.0,134.0,161.65714285714284,144.0,189.0,348.0,0.0,0.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.026639151540774897, z=2.2167650417791984, Tau=0.2638655462184874, s=157.0, var_s=4952.333333333333, slope=1.0, intercept=127.0)",increasing,157.0,0.026639151540774897,1.0,127.0,TO REVIEW,Pending statistical analysis
