Site,Constituent,C_wo_units,STORET,Units,Max,DateOfMax,Methods,DL min,DL max,Nr. Non-Detects,Count,Date Range,Detection Rate,Action,Notes
100830,4-Bromophenyl Phenyl Ether (ug/L),4-Bromophenyl Phenyl Ether,34636,ug/L,0.2,2021-02-16,['EPA 625.1 SIM'],0.19,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,4-Chloro-3-methylphenol (ug/L),4-Chloro-3-methylphenol,34452,ug/L,5.0,2017-08-10,['EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.95,5.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,4-Chloroaniline (ug/L),4-Chloroaniline,50312,ug/L,4.9,2021-02-16,['EPA 625.1 SIM'],4.8,4.9,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,4-Chlorophenyl Phenyl Ether (ug/L),4-Chlorophenyl Phenyl Ether,34641,ug/L,0.2,2021-02-16,['EPA 625.1 SIM'],0.19,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,4-Methyl-2-Pentanone (MIBK) (ug/L),4-Methyl-2-Pentanone (MIBK),81596,ug/L,5.0,2022-02-14,['EPA 524.2'],5.0,5.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,4-Methylphenol (ug/L),4-Methylphenol,77146,ug/L,5.0,2017-08-10,['EPA 625'],5.0,5.0,8,8,2013-2017,0.0,Reduce frequency,All samples are ND
100830,4-Nitroaniline (ug/L),4-Nitroaniline,30342,ug/L,4.9,2021-02-16,['EPA 625.1 SIM'],4.8,4.9,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,4-Nitrophenol (ug/L),4-Nitrophenol,34646,ug/L,10.0,2017-08-10,['EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.8,10.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"Acenaphthene, Total Weight (ug/L)","Acenaphthene, Total Weight",34205,ug/L,0.2,2021-02-16,['EPA 625.1 SIM' 'EPA 525.2'],0.1,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Acenaphthylene (ug/L),Acenaphthylene,34200,ug/L,0.2,2020-04-21,['EPA 525.2' 'EPA 625.1 SIM'],0.1,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Acetaldehyde (ug/L),Acetaldehyde,77001,ug/L,1.0,2022-02-14,['EPA 556'],1.0,1.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Acetochlor (ug/L),Acetochlor,4240,ug/L,0.1,2022-02-14,['EPA 525.2'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Ammonia Nitrogen (mg/L),Ammonia Nitrogen,612,mg/L,0.072,2017-08-10,['EPA 350.1'],0.05,0.05,17,18,2013-2022,5.555555555555557,TO REVIEW,Less than 4 values > DL
100830,Apparent Color (ACU),Apparent Color,81,ACU,5.0,2013-02-07,['SM 2120B'],3.0,3.0,17,18,2013-2022,5.555555555555557,TO REVIEW,Less than 4 values > DL
100830,"2,4-Dimethylphenol (ug/L)","2,4-Dimethylphenol",34606,ug/L,5.0,2017-08-10,['EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,PFDoA (ng/L),PFDoA,C2810,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,"2,4-DDT (ug/L)","2,4-DDT",39305,ug/L,0.1,2022-02-14,['EPA 525.2'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,NMePFOSAE (ng/L),NMePFOSAE,WRD232,ng/L,2.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,2.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,NMePFOSA (ng/L),NMePFOSA,WRD231,ng/L,8.3,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,8.3,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,NMeFOSAA (ng/L),NMeFOSAA,C2808,ng/L,2.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,2.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,NEtPFOSAE (ng/L),NEtPFOSAE,WRD230,ng/L,2.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,2.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,NEtPFOSA (ng/L),NEtPFOSA,WRD229,ng/L,8.3,2019-04-09,"['EPA 537 Ver 1.1,mod']",4.1,8.3,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,NEtFOSAA (ng/L),NEtFOSAA,C2807,ng/L,2.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,2.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,Acrylonitrile (ug/L),Acrylonitrile,34215,ug/L,2.0,2022-02-14,['EPA 624.1'],2.0,2.0,5,5,2020-2022,0.0,Keep same frequency,Three or fewer samples
100830,8:2 FTS (ng/L),8:2 FTS,WRD228,ng/L,5.5,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,5.5,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,6:2 FTS (ng/L),6:2 FTS,WRD227,ng/L,4.5,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.8,4.5,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,48 Hour Total Coliform (PW),48 Hour Total Coliform,31506,PW,1.0,2022-02-14,['SM 9223B'],1.0,1.0,1,1,2022-2022,0.0,Keep same frequency,Three or fewer samples
100830,4:2 FTS (ng/L),4:2 FTS,WRD226,ng/L,2.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,2.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,10:2 FTS (ng/L),10:2 FTS,WRD225,ng/L,4.5,2019-08-13,"['EPA 537 Ver 1.1,mod']",2.8,4.5,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,"2,2-Dichloropropane (ug/L)","2,2-Dichloropropane",77170,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,1,1,2-Tetrachloroethane (ug/L)","1,1,1,2-Tetrachloroethane",77562,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,PFBA (ng/L),PFBA,WRD215,ng/L,5.5,2019-04-09,"['EPA 537 Ver 1.1,mod']",4.1,5.5,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,"1,1,1-Trichloroethane (ug/L)","1,1,1-Trichloroethane",34506,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,1,2-Trichloroethane (ug/L)","1,1,2-Trichloroethane",34511,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,1-Dichloroethane (ug/L)","1,1-Dichloroethane",34496,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,1-Dichloroethylene (ug/L)","1,1-Dichloroethylene",34501,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,1-Dichloropropene (ug/L)","1,1-Dichloropropene",77168,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,2,3-Trichlorobenzene (ug/L)","1,2,3-Trichlorobenzene",77613,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,2,3-Trichloropropane (ug/L)","1,2,3-Trichloropropane",77443,ug/L,0.5,2020-10-13,['CASRL 524M-TCP' 'EPA 524.2'],0.005,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,2,4-Trichlorobenzene (ug/L)","1,2,4-Trichlorobenzene",34551,ug/L,0.5,2022-02-14,['EPA 524.2' 'EPA 625.1 SIM'],0.19,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,2,4-Trimethylbenzene (ug/L)","1,2,4-Trimethylbenzene",77222,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,2-Dichloroethane (ug/L)","1,2-Dichloroethane",34531,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,2-Dichloropropane (ug/L)","1,2-Dichloropropane",34541,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,2-diphenylhydrazine (ug/L)","1,2-diphenylhydrazine",34346,ug/L,0.2,2021-02-16,['EPA 625.1 SIM'],0.19,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,"1,3,5-Trimethylbenzene (ug/L)","1,3,5-Trimethylbenzene",77226,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,3-Dichlorobenzene (ug/L)","1,3-Dichlorobenzene",34566,ug/L,0.5,2022-02-14,['EPA 524.2' 'EPA 625.1 SIM'],0.19,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,3-Dichloropropane (ug/L)","1,3-Dichloropropane",77173,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"1,1,2,2-Tetrachloroethane (ug/L)","1,1,2,2-Tetrachloroethane",34516,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,PFBS (ng/L),PFBS,C2801,ng/L,4.5,2019-12-16,"['EPA 537 Ver 1.1,mod']",0.92,1.8,0,3,2019-2019,100.0,Keep same frequency,Three or fewer samples
100830,PFDA (ng/L),PFDA,C2809,ng/L,3.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,1.8,1,3,2019-2019,66.66666666666667,Keep same frequency,Three or fewer samples
100830,Aciflurfen (qualitative) (ug/L),Aciflurfen (qualitative),79193,ug/L,0.2,2022-02-14,['EPA 515.4'],0.2,0.2,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4-DDE (ug/L)","2,4-DDE",39327,ug/L,0.1,2022-02-14,['EPA 525.2'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4-DDD (ug/L)","2,4-DDD",39315,ug/L,0.1,2022-02-14,['EPA 525.2'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4-DB (ug/L)","2,4-DB",38746,ug/L,2.0,2022-02-14,['EPA 515.4'],2.0,2.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4-D (ug/L)","2,4-D",39730,ug/L,0.1,2022-02-14,['EPA 515.4'],0.1,0.1,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4,6-Trinitrotoluene (TNT) (ug/L)","2,4,6-Trinitrotoluene (TNT)",81360,ug/L,0.1,2022-02-14,['LC-MS-MS'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4,6-Trichlorophenol (ug/L)","2,4,6-Trichlorophenol",34621,ug/L,5.0,2017-08-10,['EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.95,5.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4,5-Trichlorophenol (ug/L)","2,4,5-Trichlorophenol",77687,ug/L,5.0,2017-08-10,['EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.96,5.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4,5-TP (Silvex) (ug/L)","2,4,5-TP (Silvex)",39045,ug/L,0.2,2022-02-14,['EPA 515.4'],0.2,0.2,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"2,4,5-T (ug/L)","2,4,5-T",39740,ug/L,0.2,2022-02-14,['EPA 515.4'],0.2,0.2,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"2,3,7,8-TCDD (Dioxin) (pg/L)","2,3,7,8-TCDD (Dioxin)",34676,pg/L,5.0,2022-02-14,['EPA 1613B'],4.0,5.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,"2,3,6-Trichlorophenol (ug/L)","2,3,6-Trichlorophenol",77688,ug/L,5.0,2017-08-10,['EPA 625'],5.0,5.0,8,8,2013-2017,0.0,Reduce frequency,All samples are ND
100830,"2,3,4-Trichlorophenol (ug/L)","2,3,4-Trichlorophenol",77686,ug/L,5.0,2017-08-10,['EPA 625'],5.0,5.0,8,8,2013-2017,0.0,Reduce frequency,All samples are ND
100830,Tetrachloroethylene (PCE) (ug/L),Tetrachloroethylene (PCE),34475,ug/L,0.5,2013-06-11,['EPA 524.2'],0.5,0.5,3,3,2013-2013,0.0,Keep same frequency,Three or fewer samples
100830,PFUnA (ng/L),PFUnA,C2814,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFTrDA (ng/L),PFTrDA,C2813,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.92,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFTA (ng/L),PFTA,C2812,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.92,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFPeS (ng/L),PFPeS,WRD223,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFDoS (ng/L),PFDoS,WRD217,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.92,2.7,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFDS (ng/L),PFDS,WRD216,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFHpA (ng/L),PFHpA,C2802,ng/L,4.6,2019-04-09,"['EPA 537 Ver 1.1,mod']",0.92,1.8,2,3,2019-2019,33.33333333333334,Keep same frequency,Three or fewer samples
100830,PFHpS (ng/L),PFHpS,WRD218,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFHxA (ng/L),PFHxA,C2811,ng/L,7.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,1.8,2,3,2019-2019,33.33333333333334,Keep same frequency,Three or fewer samples
100830,PFHxDA (ng/L),PFHxDA,WRD219,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.92,2.7,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,"2,4-Dichlorophenol (ug/L)","2,4-Dichlorophenol",34601,ug/L,5.0,2017-08-10,['EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.95,5.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,PFHxS (ng/L),PFHxS,C2803,ng/L,2.2,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,1.8,2,3,2019-2019,33.33333333333334,Keep same frequency,Three or fewer samples
100830,PFNS (ng/L),PFNS,WRD220,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFOA (ng/L),PFOA,C2806,ng/L,15.0,2019-04-09,"['EPA 537 Ver 1.1,mod']",0.92,1.8,2,3,2019-2019,33.33333333333334,Keep same frequency,Three or fewer samples
100830,PFOcDA (ng/L),PFOcDA,WRD221,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.8,2.7,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFOS (ng/L),PFOS,C2805,ng/L,26.0,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,1.8,0,3,2019-2019,100.0,Keep same frequency,Three or fewer samples
100830,PFOSA (ng/L),PFOSA,WRD222,ng/L,2.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,2.8,3,3,2019-2019,0.0,Keep same frequency,Three or fewer samples
100830,PFPeA (ng/L),PFPeA,WRD224,ng/L,6.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,5.5,2,3,2019-2019,33.33333333333334,Keep same frequency,Three or fewer samples
100830,PFNA (ng/L),PFNA,C2804,ng/L,3.6,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,1.8,2,3,2019-2019,33.33333333333334,Keep same frequency,Three or fewer samples
100830,"1,3-Dichloropropene (Total) (ug/L)","1,3-Dichloropropene (Total)",34561,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Acrolein (ug/L),Acrolein,34210,ug/L,5.0,2022-02-14,['EPA 624.1'],5.0,5.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Alachlor (ug/L),Alachlor,77825,ug/L,0.1,2022-02-14,['EPA 505' 'EPA 525.2'],0.05,0.1,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Methoxychlor (ug/L),Methoxychlor,39480,ug/L,0.1,2022-02-14,['EPA 525.2' 'EPA 505'],0.05,0.1,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Methyl Tert Butyl Ether (MTBE) (ug/L),Methyl Tert Butyl Ether (MTBE),46491,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Methylene Chloride (ug/L),Methylene Chloride,34423,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Metolachlor (ug/L),Metolachlor,39356,ug/L,0.05,2022-02-14,['EPA 525.2'],0.05,0.05,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Metribuzin (ug/L),Metribuzin,81408,ug/L,0.05,2022-02-14,['EPA 525.2'],0.05,0.05,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Molinate (ug/L),Molinate,82199,ug/L,0.1,2022-02-14,['EPA 525.2'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Monobromoacetic acid (ug/L),Monobromoacetic acid,A-041,ug/L,1.0,2022-02-14,['SM 6251B'],1.0,1.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Monochloroacetic acid (ug/L),Monochloroacetic acid,A-042,ug/L,2.0,2022-02-14,['SM 6251B'],2.0,2.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,n-Butylbenzene (ug/L),n-Butylbenzene,A-010,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,N-Nitrosodi-N-Propylamine (NDPA) (ng/L),N-Nitrosodi-N-Propylamine (NDPA),34428,ng/L,2.2,2020-04-21,['EPA 521'],2.0,2.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,N-Nitrosodi-N-Propylamine (NDPA) (ug/L),N-Nitrosodi-N-Propylamine (NDPA),34428,ug/L,0.2,2021-02-16,['EPA 625.1 SIM'],0.19,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,N-Nitrosodiethylamine (NDEA) (ng/L),N-Nitrosodiethylamine (NDEA),78200,ng/L,2.2,2020-04-21,['EPA 521'],2.0,2.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,N-Nitrosodimethylamine (NDMA) (ng/L),N-Nitrosodimethylamine (NDMA),34438,ng/L,2.2,2020-04-21,['EPA 521'],2.0,2.2,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,N-Nitrosodimethylamine (NDMA) (ug/L),N-Nitrosodimethylamine (NDMA),34438,ug/L,2.0,2022-02-14,['EPA 625.1 SIM'],0.19,2.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,N-Nitrosodiphenylamine (ug/L),N-Nitrosodiphenylamine,34433,ug/L,0.2,2021-02-16,['EPA 625.1 SIM'],0.19,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,N-Nitrosopyrollidine (NPYR) (ng/L),N-Nitrosopyrollidine (NPYR),78206,ng/L,2.2,2020-04-21,['EPA 521'],2.0,2.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,n-Propylbenzene (ug/L),n-Propylbenzene,77224,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Naphthalene (ug/L),Naphthalene,34696,ug/L,0.5,2022-02-14,['EPA 524.2' 'EPA 525.2'],0.2,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"Nitrite, Nitrogen by IC (mg/L)","Nitrite, Nitrogen by IC",615,mg/L,0.1,2022-02-14,['EPA 300.0'],0.05,0.1,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Mercury (ug/L),Mercury,71900,ug/L,0.4,2022-02-14,['EPA 200.8' 'EPA 245.1'],0.2,0.4,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Nitrobenzene (ug/L),Nitrobenzene,34447,ug/L,0.2,2021-02-16,['EPA 625.1 SIM'],0.19,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Malathion (ug/L),Malathion,39530,ug/L,0.1,2022-02-14,['EPA 525.2'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Lindane (Gamma-BHC) (ug/L),Lindane (Gamma-BHC),39340,ug/L,0.01,2022-02-14,['EPA 505'],0.01,0.01,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Ethylene Dibromide (EDB) (ug/L),Ethylene Dibromide (EDB),77651,ug/L,0.01,2022-02-14,['EPA 551.1'],0.01,0.01,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Ethylene Glycol (mg/L),Ethylene Glycol,77023,mg/L,5.0,2022-02-14,['EPA 8015B'],5.0,5.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Fluoranthene (ug/L),Fluoranthene,34376,ug/L,0.2,2020-04-21,['EPA 625.1 SIM' 'EPA 525.2'],0.1,0.2,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Fluorene (ug/L),Fluorene,34381,ug/L,0.2,2020-04-21,['EPA 525.2' 'EPA 625.1 SIM'],0.05,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Fluorotrichloromethane (Freon11) (ug/L),Fluorotrichloromethane (Freon11),34488,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Formaldehyde (ug/L),Formaldehyde,71880,ug/L,5.0,2022-02-14,['EPA 556'],5.0,5.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,gamma-Chlordane (ug/L),gamma-Chlordane,39810,ug/L,0.05,2022-02-14,['EPA 525.2'],0.05,0.05,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Glyphosate (ug/L),Glyphosate,79743,ug/L,6.0,2022-02-14,['EPA 547'],6.0,6.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Acrylonitrile (ug/L),Acrylonitrile,34215,ug/L,2.0,2022-02-14,['EPA 624.1'],2.0,2.0,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Heptachlor (ug/L),Heptachlor,39410,ug/L,0.01,2022-02-14,['EPA 505'],0.01,0.01,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Heptachlor Epoxide (ug/L),Heptachlor Epoxide,39420,ug/L,0.05,2020-10-13,['EPA 505' 'EPA 525.2'],0.01,0.05,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Hexachlorobenzene (ug/L),Hexachlorobenzene,39700,ug/L,0.2,2021-02-16,['EPA 525.2' 'EPA 625.1 SIM'],0.05,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Hexachlorobutadiene (ug/L),Hexachlorobutadiene,34391,ug/L,0.5,2020-10-13,['EPA 625.1 SIM' 'EPA 524.2'],0.19,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Hexachlorocyclopentadiene (ug/L),Hexachlorocyclopentadiene,34386,ug/L,0.2,2020-10-13,['EPA 525.2' 'EPA 625.1 SIM'],0.05,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Hexachloroethane (ug/L),Hexachloroethane,34396,ug/L,0.2,2021-02-16,['EPA 625.1 SIM'],0.19,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,HMX (ug/L),HMX,82203,ug/L,0.1,2022-02-14,['LC-MS-MS'],0.1,0.1,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,"Indeno (1,2,3,c,d) Pyrene (ug/L)","Indeno (1,2,3,c,d) Pyrene",34403,ug/L,0.2,2021-02-16,['EPA 525.2' 'EPA 625.1 SIM'],0.05,0.2,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Isophorone (ug/L),Isophorone,34408,ug/L,0.5,2022-02-14,['EPA 525.2' 'EPA 625.1 SIM'],0.19,0.5,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
100830,Isopropylbenzene (ug/L),Isopropylbenzene,77223,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,"m,p-Xylenes (ug/L)","m,p-Xylenes",A-014,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Ethyl Tertiary Butyl Ether (ug/L),Ethyl Tertiary Butyl Ether,A-033,ug/L,3.0,2022-02-14,['EPA 524.2'],3.0,3.0,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,o-Chlorotoluene (ug/L),o-Chlorotoluene,A-008,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,o-Xylene (ug/L),o-Xylene,77135,ug/L,0.5,2022-02-14,['EPA 524.2'],0.5,0.5,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Picloram (ug/L),Picloram,39720,ug/L,0.1,2022-02-14,['EPA 515.4'],0.1,0.1,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Polychlorinated Biphenyls (PCBs) (ug/L),Polychlorinated Biphenyls (PCBs),39516,ug/L,0.1,2022-02-14,['EPA 505'],0.1,0.1,18,18,2013-2022,0.0,Reduce frequency,All samples are ND
100830,Propachlor (ug/L),Propachlor,38533,ug/L,0.05,2022-02-14,['EPA 525.2'],0.05,0.05,5,5,2020-2022,0.0,Reduce frequency,All samples are ND
